AdultAge,Workclass,Education,Martial_Status,Relationship,Race,Sex,Continent,Target
>30 and <=40, State-gov, Assoc-acdm, Divorced, Not-in-family, Black, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Doctorate, Never-married, Not-in-family, White, Male,Antarctica, <=50K
>40 and <=50, Local-gov, Some-college, Divorced, Not-in-family, White, Male,North America, >50K
>40 and <=50, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Federal-gov, Masters, Never-married, Not-in-family, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
<=25,Never-worked, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60, Self-emp-not-inc, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, Some-college, Never-married, Not-in-family, White, Female,Europe, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70,Never-worked, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Separated, Unmarried, White, Male,North America, <=50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Local-gov, Bachelors, Never-married, Own-child, Black, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Local-gov, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,Antarctica, >50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Self-emp-not-inc, Masters, Divorced, Not-in-family, White, Female,North America, <=50K
<=25, State-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, 11th, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Assoc-acdm, Widowed, Unmarried, White, Female,North America, <=50K
>50 and <=60, Private, Some-college, Widowed, Not-in-family, White, Female,North America, <=50K
>60 and <=70, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,Europe, <=50K
>30 and <=40,Never-worked, 5th-6th, Never-married, Unmarried, White, Female,North America, <=50K
>30 and <=40, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, 11th, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Own-child, Black, Male,North America, <=50K
>30 and <=40, Private, 5th-6th, Never-married, Unmarried, White, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
<=25, Private, 1st-4th, Never-married, Not-in-family, Other, Male,North America, <=50K
<=25, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, Other, Male,North America, <=50K
>40 and <=50, Private, Masters, Married-civ-spouse, Wife, White, Female,North America, >50K
>40 and <=50, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Federal-gov, 11th, Never-married, Not-in-family, Black, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, 11th, Divorced, Unmarried, Other, Female,North America, <=50K
>40 and <=50, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, >50K
>40 and <=50, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Bachelors, Never-married, Own-child, White, Female,North America, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
<=25, Private, 12th, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Assoc-voc, Married-spouse-absent, Unmarried, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,Antarctica, <=50K
>50 and <=60, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Own-child, White, Female,North America, <=50K
>80, Private, HS-grad, Widowed, Unmarried, White, Male,North America, <=50K
>40 and <=50, Local-gov, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>60 and <=70, Private, Bachelors, Never-married, Unmarried, White, Female,Europe, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Federal-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Local-gov, Some-college, Never-married, Not-in-family, Black, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Local-gov, Masters, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Local-gov, HS-grad, Never-married, Not-in-family, Black, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, Assoc-acdm, Divorced, Not-in-family, White, Male,North America, <=50K
>40 and <=50, State-gov, Doctorate, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70, Local-gov, 7th-8th, Widowed, Not-in-family, Black, Female,North America, <=50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Local-gov, 5th-6th, Never-married, Other-relative, White, Male,North America, >50K
<=25,Never-worked, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60,Never-worked, 5th-6th, Widowed, Unmarried, Black, Female,North America, <=50K
>40 and <=50, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Private, Some-college, Never-married, Not-in-family, White, Male,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, Other, Male,North America, <=50K
>70 and <=80, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Bachelors, Never-married, Own-child, Asian-Pac-Islander, Male,North America, <=50K
>30 and <=40, State-gov, Bachelors, Married-civ-spouse, Wife, White, Female,North America, >50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Male,Europe, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Masters, Never-married, Unmarried, Black, Female,Antarctica, <=50K
>30 and <=40, State-gov, HS-grad, Married-spouse-absent, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Other-relative, White, Male,North America, <=50K
<=25, Private, 5th-6th, Never-married, Other-relative, White, Female,North America, <=50K
>40 and <=50, Self-emp-inc, Masters, Divorced, Not-in-family, White, Male,North America, >50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>60 and <=70, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Never-married, Not-in-family, Black, Male,North America, <=50K
>30 and <=40, Private, Prof-school, Married-civ-spouse, Husband, White, Male,Europe, >50K
>50 and <=60, Private, HS-grad, Divorced, Other-relative, Amer-Indian-Eskimo, Female,North America, <=50K
>60 and <=70, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50,Never-worked, HS-grad, Never-married, Not-in-family, Black, Male,North America, <=50K
>40 and <=50, Federal-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, >50K
>60 and <=70, Private, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Never-married, Not-in-family, Black, Female,North America, <=50K
>50 and <=60, Federal-gov, Some-college, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40,Never-worked, HS-grad, Separated, Own-child, White, Female,North America, <=50K
>40 and <=50, Private, Prof-school, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Bachelors, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Not-in-family, Black, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, Bachelors, Separated, Own-child, White, Male,North America, <=50K
>60 and <=70,Never-worked, 5th-6th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, State-gov, Masters, Never-married, Not-in-family, White, Male,North America, <=50K
>60 and <=70,Never-worked, Masters, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Self-emp-not-inc, Masters, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Bachelors, Never-married, Own-child, Asian-Pac-Islander, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>60 and <=70,Never-worked, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Other-relative, White, Male,North America, <=50K
>60 and <=70, Self-emp-inc, HS-grad, Married-civ-spouse, Wife, White, Female,North America, >50K
>40 and <=50, Local-gov, Assoc-voc, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Wife, White, Female,North America, >50K
<=25, Private, Bachelors, Never-married, Own-child, White, Male,North America, <=50K
>60 and <=70,Never-worked, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60, Local-gov, Masters, Widowed, Unmarried, White, Female,North America, >50K
<=25, Private, Some-college, Never-married, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Federal-gov, 12th, Never-married, Unmarried, Black, Female,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, Black, Male,North America, <=50K
