CustomerAge,Exp,IncomeRange,Area,Family,EducationLevel,HaveMortgage,EarlierLoanTaken,HaveSecurities_Account,HaveCD_Account,HaveOnline_Facilities,GiveCreditCard
>40 and <=50,>15 and <=20,>50 and <=100,Area3,4,Advanced/Professional,No,No,No,No,No,No
<=30,<=5,>100 and <=150,Area6,3,Undergraduate,Yes,No,No,No,No,No
>30 and <=40,<=5,>50 and <=100,Area5,2,Undergraduate,No,No,Yes,No,Yes,No
>30 and <=40,>10 and <=15,>50 and <=100,Area5,1,Graduate,No,No,No,No,Yes,Yes
>30 and <=40,>5 and <=10,<=50,Area5,3,Advanced/Professional,Yes,No,Yes,No,No,No
>50 and <=60,>30,>50 and <=100,Area5,2,Advanced/Professional,No,Yes,No,No,Yes,No
>40 and <=50,>20 and <=25,>100 and <=150,Area3,4,Graduate,No,Yes,No,Yes,Yes,Yes
>50 and <=60,>30,>200,Area5,1,Undergraduate,Yes,No,No,No,No,No
<=30,<=5,>150 and <=200,Area5,2,Graduate,No,Yes,No,No,No,No
>30 and <=40,>10 and <=15,>150 and <=200,Area4,1,Undergraduate,No,No,No,No,Yes,No
>40 and <=50,>15 and <=20,<=50,Area3,3,Graduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area1,4,Advanced/Professional,No,No,No,No,No,Yes
<=30,<=5,>100 and <=150,Area3,2,Undergraduate,No,No,No,No,Yes,No
>40 and <=50,>20 and <=25,<=50,Area2,3,Graduate,No,No,No,No,No,No
>50 and <=60,>30,<=50,Area6,3,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area5,1,Advanced/Professional,No,No,No,No,Yes,Yes
>30 and <=40,>5 and <=10,<=50,Area5,4,Undergraduate,No,No,No,No,No,No
>50 and <=60,>25 and <=30,>50 and <=100,Area3,1,Undergraduate,No,No,No,No,No,Yes
>30 and <=40,>5 and <=10,<=50,Area6,1,Advanced/Professional,No,No,No,No,Yes,No
>60 and <=70,>30,>50 and <=100,Area5,4,Graduate,No,No,No,No,No,No
<=30,<=5,>100 and <=150,Area6,2,Undergraduate,No,No,No,No,No,No
>50 and <=60,>20 and <=25,>150 and <=200,Area4,1,Undergraduate,No,No,No,No,Yes,Yes
>30 and <=40,>5 and <=10,>50 and <=100,Area1,3,Graduate,Yes,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>100 and <=150,Area1,4,Graduate,No,Yes,No,No,Yes,No
>60 and <=70,>30,>50 and <=100,Area5,1,Undergraduate,Yes,No,No,No,Yes,Yes
<=30,<=5,<=50,Area4,4,Advanced/Professional,Yes,No,No,No,No,No
>30 and <=40,<=5,>50 and <=100,Area5,3,Undergraduate,Yes,No,No,No,Yes,Yes
<=30,<=5,>150 and <=200,Area5,1,Undergraduate,No,No,No,No,Yes,Yes
<=30,<=5,>50 and <=100,Area1,3,Undergraduate,Yes,No,Yes,Yes,Yes,Yes
>40 and <=50,>15 and <=20,>50 and <=100,Area3,3,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area2,4,Graduate,No,No,No,No,No,Yes
<=30,<=5,>100 and <=150,Area5,4,Advanced/Professional,No,No,Yes,No,Yes,No
<=30,<=5,>50 and <=100,Area3,2,Advanced/Professional,No,No,No,No,Yes,Yes
>50 and <=60,>30,<=50,Area4,3,Advanced/Professional,Yes,No,No,No,Yes,Yes
>60 and <=70,>30,>50 and <=100,Area6,4,Advanced/Professional,No,No,No,No,No,Yes
>30 and <=40,>5 and <=10,<=50,Area6,1,Advanced/Professional,No,No,No,No,No,No
>50 and <=60,>25 and <=30,<=50,Area5,2,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area5,4,Undergraduate,Yes,No,No,No,Yes,Yes
>40 and <=50,>15 and <=20,>50 and <=100,Area1,3,Graduate,No,No,No,No,No,No
>30 and <=40,>10 and <=15,>100 and <=150,Area6,1,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>30,>100 and <=150,Area3,1,Undergraduate,Yes,No,No,No,No,No
>50 and <=60,>30,<=50,Area5,2,Advanced/Professional,Yes,No,No,No,Yes,No
<=30,<=5,<=50,Area1,3,Graduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,<=50,Area1,1,Graduate,Yes,No,No,No,Yes,No
>30 and <=40,>10 and <=15,>50 and <=100,Area6,4,Undergraduate,No,No,No,No,No,No
>60 and <=70,>30,<=50,Area5,4,Undergraduate,No,No,Yes,Yes,Yes,Yes
>50 and <=60,>25 and <=30,>100 and <=150,Area5,2,Undergraduate,No,No,No,No,Yes,No
>40 and <=50,>15 and <=20,<=50,Area1,1,Undergraduate,No,No,No,No,Yes,No
<=30,<=5,>150 and <=200,Area6,1,Advanced/Professional,No,Yes,No,No,No,No
>50 and <=60,>30,>100 and <=150,Area1,2,Undergraduate,No,No,Yes,No,Yes,No
>60 and <=70,>30,>150 and <=200,Area5,4,Graduate,No,Yes,No,Yes,Yes,Yes
>40 and <=50,>20 and <=25,>50 and <=100,Area3,1,Undergraduate,No,No,No,No,Yes,Yes
>30 and <=40,>5 and <=10,<=50,Area3,1,Advanced/Professional,No,No,No,No,No,No
>50 and <=60,>25 and <=30,>150 and <=200,Area5,2,Graduate,No,Yes,Yes,Yes,Yes,No
>30 and <=40,>5 and <=10,>50 and <=100,Area3,2,Graduate,Yes,No,No,No,Yes,No
>60 and <=70,>30,>50 and <=100,Area3,2,Undergraduate,No,Yes,No,No,No,No
>30 and <=40,>15 and <=20,<=50,Area3,2,Undergraduate,Yes,No,No,No,No,No
>40 and <=50,>20 and <=25,>50 and <=100,Area4,1,Undergraduate,No,No,Yes,No,Yes,No
<=30,<=5,<=50,Area5,4,Advanced/Professional,No,No,No,No,Yes,No
>30 and <=40,>5 and <=10,<=50,Area3,4,Undergraduate,No,No,No,No,No,No
>50 and <=60,>20 and <=25,<=50,Area1,4,Advanced/Professional,Yes,No,No,No,No,No
>40 and <=50,>15 and <=20,>150 and <=200,Area5,2,Undergraduate,No,No,Yes,No,No,No
<=30,<=5,<=50,Area3,4,Advanced/Professional,No,No,No,No,No,No
>30 and <=40,<=5,>50 and <=100,Area5,4,Graduate,Yes,No,No,No,No,No
<=30,>5 and <=10,<=50,Area6,1,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>30,>50 and <=100,Area3,4,Graduate,No,No,No,No,Yes,No
>50 and <=60,>30,<=50,Area2,4,Undergraduate,Yes,No,No,No,Yes,No
>50 and <=60,>25 and <=30,<=50,Area3,2,Advanced/Professional,No,No,No,No,No,No
>40 and <=50,>25 and <=30,<=50,Area3,1,Undergraduate,Yes,No,No,No,No,No
>50 and <=60,>30,>50 and <=100,Area2,4,Undergraduate,No,No,No,No,Yes,No
>30 and <=40,>10 and <=15,>50 and <=100,Area6,1,Advanced/Professional,No,No,No,No,No,No
<=30,<=5,>100 and <=150,Area1,2,Undergraduate,No,No,Yes,No,No,No
>50 and <=60,>25 and <=30,>100 and <=150,Area3,1,Advanced/Professional,No,No,No,No,No,No
>50 and <=60,>30,>50 and <=100,Area6,1,Undergraduate,No,No,No,No,Yes,Yes
>40 and <=50,>20 and <=25,>50 and <=100,Area5,4,Graduate,No,No,No,No,Yes,Yes
>30 and <=40,>10 and <=15,>100 and <=150,Area2,1,Undergraduate,No,No,No,No,Yes,Yes
>40 and <=50,>15 and <=20,<=50,Area6,3,Graduate,No,No,No,No,No,No
>60 and <=70,>30,>50 and <=100,Area3,2,Undergraduate,No,No,No,No,No,No
>30 and <=40,>5 and <=10,>50 and <=100,Area4,4,Graduate,Yes,No,No,No,No,Yes
>60 and <=70,>30,<=50,Area3,2,Advanced/Professional,No,No,No,No,No,No
>40 and <=50,>15 and <=20,>100 and <=150,Area5,1,Undergraduate,Yes,No,No,No,Yes,No
>30 and <=40,>5 and <=10,<=50,Area2,3,Advanced/Professional,No,No,No,No,Yes,No
>60 and <=70,>30,>100 and <=150,Area1,4,Graduate,No,No,No,No,Yes,Yes
>50 and <=60,>25 and <=30,>50 and <=100,Area3,4,Graduate,No,No,No,No,Yes,No
>40 and <=50,>15 and <=20,>50 and <=100,Area5,1,Advanced/Professional,Yes,No,No,No,No,Yes
>50 and <=60,>25 and <=30,>50 and <=100,Area6,1,Graduate,No,No,No,No,Yes,Yes
<=30,<=5,>100 and <=150,Area5,2,Undergraduate,Yes,No,No,No,Yes,No
<=30,<=5,<=50,Area1,3,Advanced/Professional,Yes,No,No,No,No,No
>30 and <=40,>10 and <=15,>50 and <=100,Area5,2,Graduate,Yes,No,No,No,Yes,No
>30 and <=40,>10 and <=15,<=50,Area4,4,Graduate,Yes,No,No,No,No,No
>30 and <=40,>5 and <=10,<=50,Area3,2,Advanced/Professional,No,No,Yes,No,Yes,No
>50 and <=60,>30,<=50,Area3,1,Advanced/Professional,No,No,No,No,Yes,No
>40 and <=50,>25 and <=30,<=50,Area6,4,Graduate,Yes,No,No,No,No,No
>60 and <=70,>30,<=50,Area6,1,Graduate,Yes,No,No,No,No,Yes
>40 and <=50,>20 and <=25,>100 and <=150,Area2,1,Undergraduate,Yes,No,No,No,No,No
>50 and <=60,>30,>50 and <=100,Area3,2,Graduate,Yes,No,No,No,No,No
>50 and <=60,>25 and <=30,<=50,Area6,3,Advanced/Professional,No,No,No,No,Yes,No
>60 and <=70,>30,>50 and <=100,Area3,1,Advanced/Professional,No,No,No,No,No,No
<=30,<=5,<=50,Area5,3,Graduate,No,No,No,No,No,Yes
>60 and <=70,>30,>50 and <=100,Area2,4,Graduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area2,2,Advanced/Professional,No,No,No,No,No,Yes
>50 and <=60,>30,<=50,Area6,3,Graduate,No,No,Yes,No,Yes,No
>30 and <=40,>10 and <=15,>50 and <=100,Area6,2,Undergraduate,No,No,No,No,Yes,No
>40 and <=50,>20 and <=25,>50 and <=100,Area6,1,Advanced/Professional,No,No,No,No,Yes,No
<=30,<=5,<=50,Area6,1,Graduate,No,No,No,No,Yes,Yes
>50 and <=60,>30,<=50,Area5,4,Graduate,No,No,No,No,No,No
>40 and <=50,>20 and <=25,>50 and <=100,Area5,1,Graduate,Yes,No,No,No,No,No
>30 and <=40,>5 and <=10,>50 and <=100,Area5,3,Graduate,No,No,No,No,Yes,No
>50 and <=60,>30,>50 and <=100,Area5,3,Advanced/Professional,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area2,1,Advanced/Professional,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area1,3,Advanced/Professional,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area1,2,Advanced/Professional,No,No,Yes,No,Yes,No
>30 and <=40,<=5,>50 and <=100,Area5,4,Graduate,No,No,No,No,Yes,Yes
>60 and <=70,>30,>150 and <=200,Area2,1,Advanced/Professional,Yes,Yes,No,Yes,Yes,Yes
>30 and <=40,>10 and <=15,>100 and <=150,Area3,4,Undergraduate,Yes,Yes,No,No,No,No
>40 and <=50,>15 and <=20,>100 and <=150,Area5,1,Undergraduate,Yes,No,Yes,No,Yes,No
>30 and <=40,>5 and <=10,<=50,Area3,3,Undergraduate,Yes,No,No,No,No,No
>60 and <=70,>30,<=50,Area4,2,Advanced/Professional,No,No,No,No,No,No
>60 and <=70,>30,>150 and <=200,Area2,3,Undergraduate,No,Yes,Yes,Yes,No,Yes
>30 and <=40,>10 and <=15,<=50,Area6,3,Graduate,Yes,No,No,No,Yes,No
>50 and <=60,>30,>50 and <=100,Area6,2,Advanced/Professional,No,No,No,No,No,Yes
>50 and <=60,>25 and <=30,<=50,Area5,2,Graduate,No,No,No,No,Yes,No
>50 and <=60,>30,<=50,Area3,2,Advanced/Professional,Yes,No,No,No,Yes,No
<=30,<=5,>100 and <=150,Area6,1,Undergraduate,No,No,No,No,Yes,No
>60 and <=70,>30,<=50,Area3,2,Undergraduate,No,No,No,No,No,No
>60 and <=70,>30,>50 and <=100,Area1,2,Undergraduate,No,No,No,No,Yes,Yes
>50 and <=60,>25 and <=30,>50 and <=100,Area5,2,Undergraduate,Yes,No,No,No,Yes,No
>50 and <=60,>30,<=50,Area3,3,Advanced/Professional,No,No,Yes,No,No,No
>60 and <=70,>30,>50 and <=100,Area5,4,Graduate,No,No,No,No,No,No
>30 and <=40,>10 and <=15,>150 and <=200,Area3,2,Undergraduate,Yes,No,No,No,Yes,Yes
>50 and <=60,>25 and <=30,>50 and <=100,Area3,1,Advanced/Professional,No,No,No,No,Yes,No
>40 and <=50,>20 and <=25,<=50,Area3,2,Undergraduate,No,No,No,No,Yes,No
>30 and <=40,<=5,>50 and <=100,Area3,4,Advanced/Professional,No,No,No,No,Yes,No
>30 and <=40,>5 and <=10,>100 and <=150,Area5,1,Undergraduate,No,No,No,No,Yes,Yes
>40 and <=50,>20 and <=25,>100 and <=150,Area6,1,Undergraduate,No,No,No,No,No,No
>40 and <=50,>15 and <=20,<=50,Area6,3,Graduate,No,No,No,No,No,Yes
>40 and <=50,>20 and <=25,>150 and <=200,Area5,2,Undergraduate,Yes,No,No,No,Yes,Yes
>30 and <=40,>10 and <=15,<=50,Area1,3,Graduate,Yes,No,No,No,No,No
>30 and <=40,>10 and <=15,>50 and <=100,Area1,2,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area6,1,Graduate,No,No,No,No,Yes,Yes
<=30,<=5,<=50,Area5,1,Graduate,Yes,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area3,1,Advanced/Professional,Yes,No,No,No,Yes,Yes
>30 and <=40,>10 and <=15,<=50,Area6,4,Undergraduate,No,No,No,No,Yes,Yes
<=30,<=5,>50 and <=100,Area5,2,Graduate,Yes,No,No,No,Yes,Yes
>50 and <=60,>30,<=50,Area1,4,Graduate,Yes,No,No,No,No,No
>50 and <=60,>25 and <=30,<=50,Area5,2,Graduate,No,No,No,No,Yes,No
>60 and <=70,>30,<=50,Area6,2,Undergraduate,Yes,No,No,No,Yes,No
>50 and <=60,>30,>100 and <=150,Area5,2,Undergraduate,Yes,No,No,No,No,No
>60 and <=70,>30,<=50,Area1,1,Graduate,No,No,Yes,No,No,Yes
>40 and <=50,>15 and <=20,>50 and <=100,Area6,1,Advanced/Professional,Yes,No,No,No,Yes,No
>60 and <=70,>30,>100 and <=150,Area1,2,Advanced/Professional,Yes,Yes,No,No,Yes,No
>50 and <=60,>25 and <=30,<=50,Area5,1,Advanced/Professional,Yes,No,No,No,No,No
>50 and <=60,>30,>50 and <=100,Area3,4,Undergraduate,No,No,No,No,No,Yes
>50 and <=60,>25 and <=30,>50 and <=100,Area5,1,Advanced/Professional,No,No,No,No,No,No
>30 and <=40,>5 and <=10,<=50,Area5,1,Advanced/Professional,No,No,No,No,Yes,No
>40 and <=50,>15 and <=20,>50 and <=100,Area3,3,Graduate,No,No,No,No,No,No
>40 and <=50,>15 and <=20,>100 and <=150,Area5,1,Undergraduate,Yes,No,No,No,Yes,Yes
>40 and <=50,>20 and <=25,<=50,Area4,3,Graduate,No,No,No,No,No,No
>30 and <=40,>10 and <=15,>100 and <=150,Area5,1,Graduate,No,Yes,Yes,Yes,Yes,No
>30 and <=40,>10 and <=15,>50 and <=100,Area5,1,Advanced/Professional,No,No,No,No,Yes,No
>40 and <=50,>15 and <=20,<=50,Area4,3,Undergraduate,Yes,No,No,No,Yes,Yes
>50 and <=60,>30,>50 and <=100,Area5,3,Graduate,No,No,No,No,No,No
>40 and <=50,>25 and <=30,<=50,Area4,4,Undergraduate,No,No,Yes,No,No,No
>40 and <=50,>25 and <=30,<=50,Area5,4,Graduate,Yes,No,No,No,Yes,No
>30 and <=40,<=5,>50 and <=100,Area2,2,Graduate,Yes,No,No,No,No,Yes
>60 and <=70,>30,<=50,Area6,1,Undergraduate,Yes,No,No,No,No,No
>40 and <=50,>20 and <=25,<=50,Area1,2,Advanced/Professional,Yes,No,No,No,No,No
>30 and <=40,>10 and <=15,>50 and <=100,Area5,2,Undergraduate,No,No,No,No,No,No
>40 and <=50,>15 and <=20,<=50,Area3,3,Graduate,No,No,No,No,Yes,No
>30 and <=40,>10 and <=15,<=50,Area2,2,Graduate,No,No,No,No,No,No
>50 and <=60,>25 and <=30,>50 and <=100,Area1,4,Advanced/Professional,No,No,No,No,Yes,No
<=30,<=5,>50 and <=100,Area6,2,Advanced/Professional,Yes,No,No,No,Yes,Yes
<=30,<=5,>100 and <=150,Area2,4,Advanced/Professional,Yes,No,No,No,No,Yes
>40 and <=50,>20 and <=25,>50 and <=100,Area6,1,Advanced/Professional,No,No,No,No,No,No
>60 and <=70,>30,>150 and <=200,Area3,2,Undergraduate,No,No,No,No,No,No
>30 and <=40,>15 and <=20,>100 and <=150,Area5,1,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,<=50,Area1,2,Undergraduate,No,No,Yes,No,No,No
<=30,<=5,>150 and <=200,Area3,3,Graduate,Yes,Yes,No,Yes,Yes,Yes
>50 and <=60,>30,<=50,Area5,4,Undergraduate,Yes,No,Yes,No,Yes,No
>40 and <=50,>20 and <=25,<=50,Area3,2,Undergraduate,Yes,No,No,No,No,No
>50 and <=60,>25 and <=30,>50 and <=100,Area1,3,Advanced/Professional,No,No,No,No,Yes,No
>30 and <=40,>5 and <=10,>100 and <=150,Area4,1,Graduate,Yes,No,No,No,No,No
<=30,<=5,>50 and <=100,Area3,3,Undergraduate,Yes,No,No,No,Yes,No
>40 and <=50,>20 and <=25,>50 and <=100,Area1,2,Advanced/Professional,No,No,No,No,Yes,Yes
>50 and <=60,>25 and <=30,>50 and <=100,Area3,1,Undergraduate,No,Yes,No,No,Yes,No
>50 and <=60,>30,>100 and <=150,Area2,1,Undergraduate,No,No,No,No,Yes,No
>30 and <=40,>5 and <=10,>150 and <=200,Area1,2,Undergraduate,Yes,No,No,No,Yes,No
>60 and <=70,>30,<=50,Area2,3,Graduate,Yes,No,No,No,Yes,No
>30 and <=40,>5 and <=10,>50 and <=100,Area6,3,Graduate,No,No,No,No,Yes,No
>30 and <=40,>10 and <=15,>50 and <=100,Area6,2,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,>100 and <=150,Area4,1,Undergraduate,Yes,No,No,No,Yes,No
>30 and <=40,>5 and <=10,<=50,Area1,3,Advanced/Professional,Yes,No,No,No,No,No
>40 and <=50,>15 and <=20,>50 and <=100,Area3,1,Graduate,No,No,No,No,Yes,No
>50 and <=60,>30,>50 and <=100,Area6,2,Undergraduate,No,No,Yes,No,No,Yes
>40 and <=50,>15 and <=20,>50 and <=100,Area6,2,Advanced/Professional,Yes,No,No,Yes,Yes,Yes
>50 and <=60,>25 and <=30,>50 and <=100,Area6,2,Undergraduate,Yes,No,Yes,No,No,Yes
>40 and <=50,>15 and <=20,<=50,Area2,2,Undergraduate,Yes,No,Yes,No,No,No
>40 and <=50,>20 and <=25,>50 and <=100,Area5,3,Undergraduate,Yes,No,No,No,Yes,No
>60 and <=70,>30,>150 and <=200,Area5,1,Advanced/Professional,Yes,Yes,No,No,Yes,No
>50 and <=60,>30,>100 and <=150,Area1,3,Undergraduate,No,Yes,No,No,Yes,No
>40 and <=50,>20 and <=25,>150 and <=200,Area3,4,Advanced/Professional,Yes,Yes,No,No,No,No
>60 and <=70,>30,<=50,Area6,1,Graduate,No,No,No,No,Yes,No
>40 and <=50,>15 and <=20,<=50,Area1,1,Undergraduate,No,No,No,No,No,Yes
>30 and <=40,>10 and <=15,>50 and <=100,Area4,1,Advanced/Professional,Yes,No,Yes,Yes,Yes,Yes
>50 and <=60,>30,<=50,Area6,3,Graduate,Yes,No,No,No,No,No
>60 and <=70,>30,<=50,Area5,2,Undergraduate,No,No,No,No,No,Yes
>50 and <=60,>25 and <=30,>50 and <=100,Area3,4,Graduate,No,No,Yes,No,No,No
>50 and <=60,>30,>50 and <=100,Area5,2,Advanced/Professional,No,No,Yes,No,Yes,No
>40 and <=50,>20 and <=25,>50 and <=100,Area5,4,Advanced/Professional,No,No,No,No,Yes,Yes
>50 and <=60,>25 and <=30,<=50,Area3,2,Advanced/Professional,No,No,No,No,Yes,No
>60 and <=70,>30,<=50,Area5,1,Graduate,Yes,No,No,No,Yes,No
>50 and <=60,>25 and <=30,<=50,Area5,4,Advanced/Professional,No,No,Yes,No,Yes,No
>30 and <=40,>5 and <=10,>100 and <=150,Area3,2,Advanced/Professional,Yes,Yes,No,No,No,Yes
>40 and <=50,>20 and <=25,>150 and <=200,Area5,2,Undergraduate,No,No,No,No,No,No
>50 and <=60,>20 and <=25,<=50,Area1,2,Advanced/Professional,Yes,No,No,No,Yes,Yes
>40 and <=50,>20 and <=25,<=50,Area1,2,Undergraduate,No,No,No,No,No,No
>30 and <=40,>10 and <=15,<=50,Area1,2,Graduate,Yes,No,Yes,No,No,No
>30 and <=40,>5 and <=10,<=50,Area3,4,Graduate,No,No,Yes,No,Yes,No
<=30,<=5,>50 and <=100,Area6,2,Undergraduate,No,No,No,No,Yes,No
>30 and <=40,>10 and <=15,>50 and <=100,Area2,3,Graduate,No,No,No,No,No,No
>60 and <=70,>30,>150 and <=200,Area6,3,Graduate,Yes,Yes,No,Yes,Yes,Yes
>60 and <=70,>30,>50 and <=100,Area4,3,Undergraduate,No,No,No,No,No,No
>40 and <=50,>15 and <=20,>100 and <=150,Area3,1,Undergraduate,No,No,No,No,No,No
>30 and <=40,>10 and <=15,>150 and <=200,Area5,2,Undergraduate,Yes,No,No,No,No,No
>40 and <=50,>20 and <=25,<=50,Area2,3,Undergraduate,No,No,No,No,Yes,No
>30 and <=40,>5 and <=10,>100 and <=150,Area3,1,Undergraduate,No,No,No,No,No,No
>50 and <=60,>25 and <=30,>100 and <=150,Area1,1,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>30,<=50,Area4,4,Graduate,Yes,No,No,No,No,No
>40 and <=50,>20 and <=25,<=50,Area3,1,Undergraduate,No,No,Yes,Yes,Yes,Yes
>50 and <=60,>30,>50 and <=100,Area1,3,Undergraduate,Yes,No,No,No,No,Yes
>50 and <=60,>30,<=50,Area5,4,Undergraduate,No,No,Yes,No,No,No
>40 and <=50,>20 and <=25,<=50,Area3,3,Graduate,No,No,No,No,Yes,Yes
>40 and <=50,>20 and <=25,>100 and <=150,Area1,1,Undergraduate,No,No,No,No,Yes,No
>30 and <=40,>5 and <=10,>50 and <=100,Area5,4,Graduate,No,No,No,No,No,No
<=30,<=5,<=50,Area5,3,Graduate,Yes,No,No,No,Yes,No
>60 and <=70,>30,>50 and <=100,Area6,4,Graduate,No,No,No,No,Yes,No
>30 and <=40,>10 and <=15,>150 and <=200,Area5,2,Undergraduate,No,No,No,No,Yes,No
<=30,<=5,>50 and <=100,Area5,4,Graduate,Yes,No,No,No,No,No
>30 and <=40,>10 and <=15,>100 and <=150,Area5,1,Undergraduate,No,No,No,No,No,No
>30 and <=40,<=5,<=50,Area5,4,Advanced/Professional,Yes,No,No,No,No,Yes
>40 and <=50,>15 and <=20,>150 and <=200,Area1,1,Undergraduate,No,No,No,No,Yes,Yes
>50 and <=60,>20 and <=25,>50 and <=100,Area4,1,Advanced/Professional,No,No,No,No,No,No
<=30,<=5,>50 and <=100,Area4,4,Undergraduate,Yes,No,No,No,No,No
>30 and <=40,>5 and <=10,>50 and <=100,Area4,3,Undergraduate,No,No,No,No,Yes,Yes
>60 and <=70,>30,<=50,Area6,1,Graduate,No,No,No,No,Yes,No
>50 and <=60,>25 and <=30,<=50,Area6,2,Advanced/Professional,No,No,No,No,Yes,No
>40 and <=50,>15 and <=20,>50 and <=100,Area2,3,Graduate,No,No,No,No,No,No
>60 and <=70,>30,>100 and <=150,Area5,1,Undergraduate,Yes,No,No,No,No,No
>50 and <=60,>25 and <=30,>150 and <=200,Area2,4,Undergraduate,Yes,Yes,No,No,Yes,No
>30 and <=40,>5 and <=10,>50 and <=100,Area5,4,Graduate,No,No,No,No,Yes,No
>40 and <=50,>15 and <=20,>100 and <=150,Area5,1,Graduate,No,Yes,No,Yes,Yes,Yes
>30 and <=40,>10 and <=15,<=50,Area5,1,Advanced/Professional,No,No,No,No,Yes,No
>40 and <=50,>20 and <=25,<=50,Area5,4,Graduate,Yes,No,No,No,Yes,Yes
>40 and <=50,>15 and <=20,>50 and <=100,Area6,2,Graduate,No,No,No,No,Yes,Yes
>40 and <=50,>15 and <=20,>50 and <=100,Area3,1,Graduate,No,No,No,No,No,No
>40 and <=50,>15 and <=20,<=50,Area2,1,Undergraduate,No,No,No,No,Yes,No
>40 and <=50,>20 and <=25,>50 and <=100,Area1,3,Undergraduate,Yes,No,Yes,No,Yes,No
>40 and <=50,>15 and <=20,>50 and <=100,Area3,4,Advanced/Professional,Yes,No,Yes,No,No,No
>40 and <=50,>20 and <=25,<=50,Area6,4,Undergraduate,No,No,No,No,Yes,No
>60 and <=70,>30,<=50,Area5,2,Graduate,Yes,No,No,No,Yes,No
>50 and <=60,>25 and <=30,<=50,Area6,4,Graduate,Yes,No,No,No,Yes,No
>60 and <=70,>30,>100 and <=150,Area2,3,Advanced/Professional,Yes,Yes,No,No,Yes,No
>50 and <=60,>25 and <=30,>50 and <=100,Area1,4,Advanced/Professional,No,No,No,No,Yes,No
>60 and <=70,>30,>50 and <=100,Area6,4,Graduate,No,No,No,No,Yes,Yes
>60 and <=70,>30,<=50,Area5,1,Advanced/Professional,Yes,No,No,No,Yes,Yes
>40 and <=50,>20 and <=25,<=50,Area4,1,Advanced/Professional,No,No,No,No,No,No
>40 and <=50,>10 and <=15,<=50,Area5,1,Advanced/Professional,Yes,No,No,No,No,No
>40 and <=50,>15 and <=20,>150 and <=200,Area3,1,Undergraduate,No,No,No,No,No,Yes
>40 and <=50,>15 and <=20,>50 and <=100,Area1,4,Advanced/Professional,Yes,No,No,No,No,No
>30 and <=40,>5 and <=10,>100 and <=150,Area6,1,Undergraduate,No,No,No,No,Yes,No
>60 and <=70,>30,>50 and <=100,Area5,2,Advanced/Professional,Yes,No,Yes,No,Yes,No
>40 and <=50,>15 and <=20,>100 and <=150,Area6,1,Undergraduate,Yes,No,No,No,No,Yes
<=30,<=5,>50 and <=100,Area3,4,Undergraduate,No,No,No,No,Yes,No
>60 and <=70,>30,<=50,Area5,1,Graduate,Yes,No,No,No,No,No
>50 and <=60,>30,>50 and <=100,Area3,2,Undergraduate,Yes,No,Yes,Yes,Yes,Yes
>40 and <=50,>15 and <=20,<=50,Area3,2,Advanced/Professional,No,No,No,No,No,Yes
>40 and <=50,>20 and <=25,>50 and <=100,Area2,2,Advanced/Professional,Yes,No,No,No,No,No
<=30,<=5,>100 and <=150,Area3,3,Advanced/Professional,No,Yes,No,No,No,Yes
<=30,>5 and <=10,<=50,Area3,1,Advanced/Professional,Yes,No,No,No,Yes,No
>40 and <=50,>15 and <=20,>100 and <=150,Area6,1,Undergraduate,No,No,No,No,Yes,No
>50 and <=60,>30,>50 and <=100,Area5,4,Undergraduate,No,No,No,No,No,No
>40 and <=50,>20 and <=25,>100 and <=150,Area5,1,Undergraduate,No,No,No,No,Yes,Yes
>30 and <=40,>5 and <=10,<=50,Area6,4,Graduate,No,No,Yes,No,No,No
>40 and <=50,>15 and <=20,>50 and <=100,Area2,1,Advanced/Professional,Yes,No,No,No,Yes,Yes
>60 and <=70,>30,<=50,Area1,3,Graduate,Yes,No,No,No,Yes,Yes
>30 and <=40,>10 and <=15,>50 and <=100,Area2,1,Graduate,Yes,No,No,No,Yes,No
<=30,>5 and <=10,>150 and <=200,Area2,3,Undergraduate,Yes,Yes,No,No,Yes,No
>40 and <=50,>15 and <=20,>50 and <=100,Area5,4,Undergraduate,Yes,No,No,No,Yes,No
