Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-1,c-16,c-1,YV,CLT,IAD,>300 and <=400,N
c-4,c-1,c-5,OO,MEM,DEN,>700 and <=1000,N
c-4,c-22,c-5,AA,DFW,ORD,>700 and <=1000,N
c-7,c-25,c-2,US,SMF,PHX,>600 and <=700,N
c-7,c-16,c-6,AS,OME,ANC,>500 and <=600,N
c-9,c-27,c-2,EV,SHV,ATL,>500 and <=600,N
c-3,c-21,c-1,OH,BNA,CVG,>200 and <=300,Y
c-3,c-6,c-7,MQ,FWA,ORD,<=200,N
c-8,c-16,c-3,WN,SLC,LAS,>300 and <=400,N
c-11,c-26,c-7,XE,RIC,CLE,>300 and <=400,N
c-6,c-30,c-4,WN,PHL,LAS,>1500,Y
c-1,c-7,c-5,OO,SLC,COS,>400 and <=500,N
c-6,c-4,c-7,AA,DFW,LAX,>1000 and <=1500,Y
c-7,c-8,c-6,XE,EWR,BUF,>200 and <=300,N
c-2,c-1,c-3,XE,IAH,SDF,>700 and <=1000,Y
c-7,c-15,c-5,OO,ORD,MBS,>200 and <=300,N
c-8,c-13,c-7,WN,HOU,MSY,>300 and <=400,N
c-2,c-17,c-4,MQ,ORD,ROC,>500 and <=600,N
c-7,c-8,c-6,AA,ABQ,DFW,>500 and <=600,Y
c-8,c-26,c-5,AA,SJU,ORD,>1500,N
c-12,c-9,c-6,FL,DFW,ATL,>700 and <=1000,N
c-8,c-13,c-6,DL,SLC,ATL,>1500,N
c-9,c-29,c-4,DH,RDU,IAD,>200 and <=300,N
c-5,c-26,c-4,WN,BWI,MCO,>700 and <=1000,N
c-4,c-14,c-5,OH,MCI,CVG,>500 and <=600,N
c-10,c-6,c-4,AS,ANC,JNU,>500 and <=600,N
c-3,c-4,c-5,UA,PDX,DEN,>700 and <=1000,N
c-8,c-17,c-3,MQ,DFW,MKE,>700 and <=1000,N
c-1,c-8,c-6,HP,LAS,FLL,>1500,N
c-1,c-21,c-6,OH,CVG,TUL,>600 and <=700,N
c-5,c-1,c-7,HA,HNL,LIH,<=200,N
c-5,c-23,c-2,US,ATL,PHX,>1500,N
c-12,c-14,c-3,MQ,GRR,LGA,>600 and <=700,N
c-12,c-26,c-2,OO,SLC,SGU,>200 and <=300,Y
c-11,c-17,c-5,AA,DFW,DTW,>700 and <=1000,Y
c-3,c-27,c-7,AA,ORD,LAX,>1500,N
c-12,c-4,c-7,WN,DAL,HOU,>200 and <=300,N
c-3,c-21,c-2,MQ,DFW,GRK,<=200,N
c-3,c-29,c-3,EV,ATL,SBN,>500 and <=600,Y
c-3,c-17,c-4,OO,FSD,DEN,>400 and <=500,Y
c-8,c-7,c-7,AA,MCO,MIA,<=200,Y
c-3,c-6,c-7,DL,ATL,MCI,>600 and <=700,Y
c-5,c-25,c-4,WN,ONT,SMF,>300 and <=400,N
c-9,c-8,c-5,WN,STL,BWI,>700 and <=1000,N
c-2,c-3,c-4,UA,DEN,ABQ,>300 and <=400,N
c-11,c-3,c-4,AA,LGA,STL,>700 and <=1000,N
c-1,c-13,c-4,CO,IAH,ONT,>1000 and <=1500,Y
c-9,c-12,c-1,US,PHL,JAX,>700 and <=1000,Y
c-7,c-18,c-1,AA,XNA,DFW,>200 and <=300,N
c-1,c-1,c-7,AA,SFO,ORD,>1500,N
c-3,c-24,c-5,YV,IAD,LGA,>200 and <=300,N
c-8,c-11,c-4,DH,RSW,IAD,>700 and <=1000,N
c-4,c-30,c-6,NW,DTW,LAS,>1500,N
c-1,c-10,c-1,DL,ATL,PHL,>600 and <=700,N
c-10,c-28,c-6,NW,ATL,DTW,>500 and <=600,N
c-1,c-6,c-5,US,LAS,JFK,>1500,N
c-3,c-4,c-6,CO,IAH,SAN,>1000 and <=1500,N
c-3,c-6,c-7,AS,CDV,YAK,>200 and <=300,N
c-8,c-11,c-5,OH,ATL,MDW,>500 and <=600,N
c-6,c-4,c-6,EV,ATL,TUP,>200 and <=300,N
c-7,c-26,c-2,WN,LAX,OAK,>300 and <=400,Y
c-7,c-30,c-7,FL,PHF,ATL,>500 and <=600,N
c-9,c-26,c-2,EV,ATL,MLU,>400 and <=500,N
c-3,c-22,c-2,EV,SLC,MCI,>700 and <=1000,Y
c-11,c-26,c-6,HP,ABQ,PHX,>300 and <=400,N
c-4,c-11,c-2,OH,CVG,CMI,>200 and <=300,N
c-5,c-25,c-3,US,DCA,ORD,>600 and <=700,N
c-7,c-16,c-7,YV,GSO,CLT,<=200,N
c-6,c-19,c-7,NW,LGA,DTW,>500 and <=600,N
c-3,c-27,c-1,MQ,ORD,DBQ,<=200,N
c-6,c-4,c-7,DL,SLC,ANC,>1500,N
c-11,c-8,c-2,UA,SEA,SFO,>600 and <=700,N
c-7,c-7,c-4,OO,IDA,SLC,<=200,N
c-6,c-28,c-3,NW,RDU,DTW,>500 and <=600,Y
c-4,c-20,c-3,OH,CVG,FNT,>200 and <=300,N
c-7,c-7,c-5,CO,PHL,CLE,>300 and <=400,N
c-7,c-2,c-7,US,CLT,RDU,<=200,N
c-4,c-15,c-5,EV,ATL,OMA,>700 and <=1000,N
c-4,c-8,c-5,UA,PDX,SFO,>500 and <=600,Y
c-6,c-26,c-1,OO,SAN,SLC,>600 and <=700,N
c-6,c-6,c-1,US,SYR,CLT,>600 and <=700,N
c-2,c-3,c-5,AA,ORD,AUS,>700 and <=1000,N
c-11,c-18,c-5,TZ,MDW,LGA,>700 and <=1000,N
c-8,c-10,c-4,OO,DEN,ABQ,>300 and <=400,Y
c-7,c-21,c-5,OO,SLC,CPR,>300 and <=400,N
c-12,c-23,c-6,NW,ANC,MSP,>1500,N
c-10,c-19,c-4,OO,RDM,SFO,>400 and <=500,N
c-12,c-7,c-4,WN,MDW,IND,<=200,N
c-4,c-5,c-2,OO,EUG,PDX,<=200,N
c-4,c-25,c-1,DL,ATL,IAD,>500 and <=600,N
c-11,c-18,c-6,OO,SBA,LAX,<=200,Y
c-5,c-30,c-2,F9,MCO,DEN,>1500,N
c-7,c-17,c-7,OO,MFR,PDX,>200 and <=300,N
c-6,c-20,c-1,OO,DEN,COS,<=200,N
c-8,c-18,c-5,US,PHL,PIT,>200 and <=300,Y
c-11,c-14,c-1,WN,DAL,HOU,>200 and <=300,N
c-7,c-7,c-5,XE,LGA,CLE,>400 and <=500,N
c-1,c-31,c-2,DL,JFK,MCO,>700 and <=1000,N
c-3,c-12,c-7,US,LGA,CLT,>500 and <=600,N
c-2,c-3,c-4,MQ,GRR,ORD,<=200,N
c-2,c-6,c-7,DL,ATL,SAN,>1500,N
c-4,c-16,c-7,DL,SAN,ATL,>1500,N
c-8,c-30,c-3,XE,CLE,STL,>400 and <=500,N
c-4,c-21,c-5,MQ,MIA,CLT,>600 and <=700,N
c-11,c-14,c-2,UA,CLT,ORD,>500 and <=600,N
c-7,c-30,c-7,B6,LGB,JFK,>1500,N
c-3,c-25,c-6,WN,AUS,PHX,>700 and <=1000,N
c-5,c-16,c-1,DL,ATL,SDF,>300 and <=400,N
c-10,c-9,c-1,NW,DCA,MSP,>700 and <=1000,Y
c-1,c-24,c-1,OO,SAN,LAX,<=200,N
c-5,c-10,c-2,OH,ROC,ATL,>700 and <=1000,N
c-7,c-9,c-7,XE,IAH,TUL,>400 and <=500,N
c-5,c-8,c-7,MQ,GSP,DFW,>700 and <=1000,N
c-8,c-29,c-1,AA,BWI,ORD,>600 and <=700,N
c-4,c-14,c-5,XE,CLE,ALB,>400 and <=500,N
c-5,c-1,c-7,OH,RSW,CVG,>700 and <=1000,Y
c-5,c-16,c-2,NW,LAX,MSP,>1500,N
c-5,c-8,c-1,FL,ATL,MIA,>500 and <=600,N
c-8,c-29,c-2,CO,EWR,BOS,<=200,Y
c-1,c-4,c-3,XE,IAH,AEX,<=200,Y
c-4,c-2,c-6,DL,ORD,ATL,>600 and <=700,N
c-3,c-28,c-2,UA,ORD,SAN,>1500,N
c-6,c-20,c-2,NW,MSP,DTW,>500 and <=600,N
c-1,c-25,c-3,EV,CAE,ATL,<=200,N
c-10,c-16,c-7,WN,TUS,LAX,>400 and <=500,N
c-8,c-25,c-5,YV,DSM,ORD,>200 and <=300,N
c-3,c-16,c-4,US,PHL,CLT,>400 and <=500,N
c-8,c-1,c-2,US,CLT,PIT,>300 and <=400,N
c-11,c-30,c-3,WN,RDU,MDW,>600 and <=700,N
c-1,c-31,c-2,WN,DAL,LIT,>200 and <=300,N
c-5,c-22,c-1,NW,DTW,DCA,>400 and <=500,N
c-7,c-1,c-5,EV,ATL,ABY,<=200,Y
c-9,c-7,c-3,UA,DEN,ANC,>1500,Y
c-3,c-1,c-3,YV,ORD,ABE,>600 and <=700,N
c-1,c-21,c-5,XE,MDW,CLE,>300 and <=400,N
c-8,c-31,c-4,YV,PHX,YUM,<=200,N
c-11,c-29,c-3,NW,KOA,SEA,>1500,Y
c-11,c-11,c-5,WN,BWI,PVD,>300 and <=400,Y
c-8,c-30,c-2,OO,SFO,SMF,<=200,N
c-5,c-30,c-1,OO,ORD,CID,<=200,N
c-3,c-3,c-4,TZ,MCO,IND,>700 and <=1000,N
c-4,c-15,c-5,MQ,SNA,SFO,>300 and <=400,N
c-11,c-7,c-1,WN,SMF,SEA,>600 and <=700,N
c-12,c-31,c-7,AA,STL,LAS,>1000 and <=1500,N
c-1,c-31,c-2,UA,ONT,DEN,>700 and <=1000,N
c-9,c-17,c-7,US,CLT,DTW,>400 and <=500,Y
c-3,c-15,c-3,WN,DAL,LBB,>200 and <=300,N
c-12,c-1,c-5,YV,IAD,DAB,>700 and <=1000,N
c-12,c-24,c-6,B6,TPA,BOS,>1000 and <=1500,N
c-12,c-31,c-7,AQ,HNL,LIH,<=200,N
c-5,c-29,c-1,WN,DAL,AMA,>300 and <=400,Y
c-10,c-25,c-3,XE,BRO,IAH,>300 and <=400,N
c-2,c-3,c-4,MQ,ORD,SDF,>200 and <=300,N
c-1,c-5,c-3,US,IAH,CLT,>700 and <=1000,N
c-11,c-23,c-4,MQ,ORD,CID,<=200,N
c-10,c-27,c-5,OH,CVG,COS,>1000 and <=1500,N
c-12,c-3,c-7,YV,MDT,ORD,>500 and <=600,Y
c-4,c-26,c-3,B6,OAK,JFK,>1500,N
c-7,c-10,c-1,FL,MDW,MSP,>300 and <=400,N
c-9,c-15,c-5,WN,LAX,MCI,>1000 and <=1500,N
c-5,c-8,c-7,AS,SAN,SEA,>1000 and <=1500,N
c-5,c-2,c-2,MQ,FAT,LAX,>200 and <=300,N
c-6,c-21,c-3,EV,ATL,SHV,>500 and <=600,N
c-11,c-2,c-4,NW,OGG,HNL,<=200,N
c-5,c-1,c-1,EV,ATL,MDT,>600 and <=700,N
c-2,c-1,c-3,NW,MSP,PHX,>1000 and <=1500,N
c-2,c-27,c-1,MQ,ORD,BNA,>400 and <=500,Y
c-2,c-2,c-4,OH,EVV,CVG,<=200,N
c-9,c-15,c-5,AQ,LIH,HNL,<=200,N
c-10,c-27,c-5,UA,DEN,OMA,>400 and <=500,Y
c-3,c-4,c-5,CO,LAX,IAH,>1000 and <=1500,N
c-11,c-26,c-7,YV,GUC,DEN,<=200,Y
c-11,c-9,c-4,CO,PHL,IAH,>1000 and <=1500,N
c-4,c-5,c-2,NW,MSP,SDF,>600 and <=700,N
c-2,c-10,c-4,DL,ATL,MCO,>400 and <=500,N
c-3,c-18,c-5,B6,JFK,SYR,>200 and <=300,N
c-6,c-9,c-4,WN,OMA,MDW,>400 and <=500,N
c-9,c-23,c-6,B6,BOS,PIT,>400 and <=500,Y
c-6,c-30,c-5,DL,DCA,ATL,>500 and <=600,N
c-6,c-10,c-6,YV,ORD,AVP,>600 and <=700,Y
c-3,c-12,c-6,OH,CVG,IAD,>300 and <=400,N
c-10,c-27,c-5,UA,SFO,ORD,>1500,Y
c-7,c-5,c-2,XE,IAH,MAF,>400 and <=500,N
c-10,c-26,c-3,HP,SNA,PHX,>300 and <=400,N
c-11,c-29,c-2,DL,AUS,ATL,>700 and <=1000,Y
c-11,c-13,c-7,UA,DEN,ORD,>700 and <=1000,N
c-10,c-27,c-5,WN,ELP,LBB,>200 and <=300,N
c-4,c-6,c-3,DL,ATL,ALB,>700 and <=1000,N
c-12,c-21,c-3,WN,OAK,ONT,>300 and <=400,N
c-7,c-18,c-2,DL,FLL,ATL,>500 and <=600,N
c-11,c-9,c-4,EV,ATL,MGM,<=200,N
c-1,c-30,c-7,AA,DEN,DFW,>600 and <=700,N
c-2,c-1,c-3,WN,LAX,PHX,>300 and <=400,N
c-4,c-10,c-7,DL,JAX,ATL,>200 and <=300,N
c-7,c-26,c-2,MQ,BOS,EWR,<=200,N
c-11,c-30,c-3,AA,ORD,FLL,>1000 and <=1500,N
c-5,c-21,c-7,WN,DAL,ABQ,>500 and <=600,Y
c-11,c-23,c-4,UA,ORD,LAS,>1500,N
c-8,c-24,c-3,WN,PDX,GEG,>200 and <=300,Y
c-5,c-12,c-5,MQ,MIA,CLT,>600 and <=700,N
c-4,c-27,c-3,NW,GRB,DTW,>200 and <=300,N
c-7,c-17,c-7,OH,CVG,CHS,>400 and <=500,Y
c-10,c-6,c-5,CO,IAH,PIT,>1000 and <=1500,N
c-11,c-20,c-7,CO,EWR,DFW,>1000 and <=1500,N
c-8,c-10,c-4,US,PHL,PDX,>1500,N
c-3,c-3,c-5,OO,LEX,ORD,>300 and <=400,N
c-12,c-19,c-1,F9,IAH,DEN,>700 and <=1000,N
c-1,c-24,c-2,OO,DEN,PSP,>700 and <=1000,N
c-12,c-15,c-5,AS,SNA,PDX,>700 and <=1000,N
c-12,c-15,c-5,UA,DEN,PHX,>600 and <=700,N
c-5,c-10,c-3,FL,BWI,TPA,>700 and <=1000,N
c-12,c-11,c-1,OO,ORD,MEM,>400 and <=500,Y
c-2,c-7,c-1,WN,OAK,SNA,>300 and <=400,N
c-3,c-15,c-3,DL,LGA,BOS,<=200,N
c-6,c-17,c-6,MQ,RDU,BDL,>500 and <=600,N
c-11,c-19,c-7,US,RDU,CLT,<=200,N
c-10,c-30,c-1,YV,KOA,HNL,<=200,N
c-7,c-31,c-7,B6,OAK,JFK,>1500,N
c-12,c-6,c-2,EV,ATL,CRW,>300 and <=400,N
c-1,c-14,c-5,FL,BWI,ROC,>200 and <=300,N
c-11,c-17,c-4,AA,MIA,MCO,<=200,Y
c-7,c-28,c-4,F9,DEN,IND,>700 and <=1000,N
c-6,c-13,c-2,CO,EWR,DEN,>1500,N
c-4,c-10,c-1,OO,CEC,SFO,>300 and <=400,N
c-3,c-1,c-3,CO,EWR,SFO,>1500,N
c-8,c-20,c-6,US,PHL,PBI,>700 and <=1000,N
c-12,c-16,c-6,UA,DEN,SNA,>700 and <=1000,N
c-5,c-8,c-1,DL,ATL,SFO,>1500,N
c-8,c-13,c-7,F9,DEN,IND,>700 and <=1000,N
c-1,c-25,c-2,MQ,HOU,DFW,>200 and <=300,N
c-11,c-6,c-7,TZ,OGG,SFO,>1500,N
c-8,c-15,c-1,F9,LGA,DEN,>1500,N
c-3,c-13,c-1,WN,GEG,SEA,>200 and <=300,N
c-11,c-27,c-7,NW,DTW,ATL,>500 and <=600,N
c-8,c-17,c-3,AA,MIA,ATL,>500 and <=600,Y
c-7,c-25,c-2,MQ,SAN,LAX,<=200,N
c-9,c-22,c-5,CO,AUS,EWR,>1500,N
c-1,c-15,c-6,UA,IAD,BOS,>400 and <=500,N
c-11,c-25,c-6,XE,IAH,HRL,>200 and <=300,N
c-4,c-27,c-3,OO,ORD,SAT,>1000 and <=1500,Y
c-4,c-26,c-2,EV,GRR,ATL,>600 and <=700,Y
c-3,c-29,c-3,EV,LAN,ATL,>600 and <=700,Y
c-9,c-4,c-1,US,SMF,LAS,>300 and <=400,Y
c-11,c-7,c-1,HA,HNL,OGG,<=200,N
c-7,c-15,c-5,AA,JFK,SJU,>1500,N
c-11,c-3,c-5,NW,MSP,LGA,>1000 and <=1500,Y
c-8,c-26,c-5,MQ,ORD,DAY,>200 and <=300,N
c-5,c-19,c-4,F9,PHL,DEN,>1500,N
c-12,c-13,c-3,UA,ORD,GRR,<=200,N
c-9,c-21,c-4,WN,HOU,DAL,>200 and <=300,N
c-12,c-25,c-1,CO,EWR,SAN,>1500,N
c-1,c-6,c-4,AA,LGB,DFW,>1000 and <=1500,N
c-7,c-15,c-6,WN,BWI,PVD,>300 and <=400,N
c-12,c-18,c-1,DL,SAN,ATL,>1500,N
c-7,c-12,c-2,AA,TPA,MIA,>200 and <=300,N
c-5,c-6,c-6,NW,DTW,RDU,>500 and <=600,N
c-4,c-18,c-1,WN,MDW,LAS,>1500,N
c-5,c-29,c-1,XE,TYS,IAH,>700 and <=1000,N
c-7,c-11,c-2,CO,IAH,SAN,>1000 and <=1500,N
c-12,c-17,c-7,OO,DEN,FAT,>700 and <=1000,N
c-6,c-24,c-5,UA,LAX,HNL,>1500,N
c-11,c-3,c-4,B6,PBI,JFK,>1000 and <=1500,N
c-9,c-23,c-5,FL,ATL,IND,>400 and <=500,N
c-5,c-17,c-2,CO,MSY,IAH,>300 and <=400,N
c-9,c-12,c-1,FL,BWI,FLL,>700 and <=1000,N
c-1,c-26,c-4,XE,CLE,DCA,>300 and <=400,N
c-4,c-6,c-4,US,LAS,SNA,>200 and <=300,N
c-6,c-7,c-2,WN,BWI,BNA,>500 and <=600,N
c-9,c-16,c-6,NW,DCA,DTW,>400 and <=500,N
c-4,c-5,c-2,HP,ORD,PHX,>1000 and <=1500,N
c-3,c-7,c-2,OO,SAT,LAX,>1000 and <=1500,N
c-5,c-2,c-1,NW,MSP,FSD,<=200,N
c-8,c-5,c-5,B6,MCO,JFK,>700 and <=1000,N
c-7,c-9,c-6,NW,DTW,ATL,>500 and <=600,Y
c-7,c-15,c-5,WN,SMF,BUR,>300 and <=400,N
c-11,c-19,c-7,CO,IAH,AUS,<=200,N
c-5,c-7,c-6,DL,ATL,SJC,>1500,N
c-1,c-17,c-2,AA,DFW,OAK,>1000 and <=1500,N
c-8,c-23,c-2,US,EWR,CLT,>500 and <=600,N
c-3,c-30,c-4,FL,SAV,ATL,>200 and <=300,Y
c-3,c-16,c-4,WN,OAK,ONT,>300 and <=400,N
c-11,c-29,c-3,WN,MCO,ORF,>600 and <=700,N
c-7,c-24,c-1,MQ,BMI,ORD,<=200,N
c-11,c-6,c-1,XE,DTW,EWR,>400 and <=500,N
c-10,c-31,c-2,MQ,SAN,LAX,<=200,N
c-2,c-21,c-2,NW,BUF,DTW,>200 and <=300,N
c-10,c-4,c-3,CO,CLE,PHX,>1500,N
c-7,c-21,c-5,MQ,CLT,LGA,>500 and <=600,N
c-5,c-4,c-4,NW,DTW,IAH,>1000 and <=1500,Y
c-11,c-29,c-2,AA,OKC,DFW,<=200,N
c-12,c-18,c-7,UA,SAN,DEN,>700 and <=1000,N
c-9,c-13,c-2,NW,MSP,SMF,>1500,N
c-4,c-29,c-6,CO,ATL,IAH,>600 and <=700,N
c-1,c-8,c-7,XE,PVD,EWR,<=200,N
c-8,c-29,c-1,AA,SFO,DFW,>1000 and <=1500,N
c-11,c-24,c-5,MQ,ORD,ALB,>700 and <=1000,N
c-7,c-20,c-4,MQ,XNA,DFW,>200 and <=300,N
c-7,c-27,c-3,CO,FLL,EWR,>1000 and <=1500,Y
c-2,c-15,c-2,NW,BOS,DTW,>600 and <=700,N
c-2,c-12,c-7,WN,ONT,OAK,>300 and <=400,N
c-8,c-31,c-3,XE,GRR,IAH,>1000 and <=1500,N
c-6,c-26,c-7,NW,MSP,MDW,>300 and <=400,N
c-5,c-6,c-6,FL,ATL,DTW,>500 and <=600,N
c-2,c-3,c-4,UA,ORD,TUS,>1000 and <=1500,N
c-8,c-9,c-3,AA,DFW,LAS,>1000 and <=1500,N
c-12,c-11,c-1,WN,RSW,MCO,<=200,N
c-10,c-10,c-2,OO,SLC,FCA,>500 and <=600,N
c-3,c-28,c-1,AA,MSY,MIA,>600 and <=700,N
c-8,c-24,c-4,WN,ABQ,BWI,>1500,N
c-9,c-11,c-7,UA,ORD,TPA,>1000 and <=1500,N
c-9,c-4,c-1,UA,ATL,ORD,>600 and <=700,N
c-6,c-12,c-1,MQ,TUL,DFW,>200 and <=300,N
c-12,c-24,c-7,AS,SEA,DFW,>1500,Y
c-1,c-15,c-6,DH,IAD,MHT,>400 and <=500,Y
c-7,c-10,c-1,UA,SLC,DEN,>300 and <=400,N
c-11,c-24,c-4,WN,PHL,TPA,>700 and <=1000,N
c-12,c-6,c-3,CO,DCA,EWR,<=200,N
c-12,c-31,c-6,WN,DTW,MDW,>200 and <=300,N
c-12,c-3,c-6,DL,ATL,TUS,>1500,N
c-12,c-24,c-7,US,PDX,PHX,>1000 and <=1500,Y
c-9,c-7,c-4,US,PHX,LAS,>200 and <=300,Y
c-1,c-13,c-5,WN,OKC,DAL,<=200,N
c-11,c-18,c-5,AA,DFW,ATL,>700 and <=1000,N
c-7,c-9,c-7,AA,DFW,BNA,>600 and <=700,N
c-11,c-5,c-7,XE,OMA,IAH,>700 and <=1000,N
c-12,c-20,c-3,WN,RNO,BOI,>300 and <=400,N
c-2,c-14,c-1,MQ,GSP,DFW,>700 and <=1000,N
c-2,c-12,c-7,AS,OAK,SEA,>600 and <=700,N
c-2,c-6,c-7,DL,RIC,ATL,>400 and <=500,Y
c-9,c-4,c-1,CO,EWR,MIA,>1000 and <=1500,N
c-1,c-30,c-7,CO,ATL,EWR,>700 and <=1000,N
c-5,c-26,c-5,CO,IAH,DTW,>1000 and <=1500,N
c-1,c-20,c-4,OH,JFK,ATL,>700 and <=1000,N
c-9,c-28,c-3,MQ,DFW,CRP,>300 and <=400,N
c-5,c-19,c-5,DL,ORF,ATL,>500 and <=600,N
c-11,c-25,c-5,HP,LAS,DEN,>600 and <=700,N
c-10,c-11,c-2,WN,MDW,LAS,>1500,N
c-12,c-31,c-6,HP,LAS,SJC,>300 and <=400,N
c-11,c-5,c-7,US,FLL,CLT,>600 and <=700,N
c-4,c-11,c-1,DH,IAD,CLT,>300 and <=400,N
c-2,c-11,c-6,YV,PHX,ELP,>300 and <=400,N
c-6,c-13,c-2,WN,LAX,LAS,>200 and <=300,N
c-6,c-12,c-7,WN,LAX,ABQ,>600 and <=700,Y
c-3,c-16,c-3,AA,TUL,ORD,>500 and <=600,N
c-4,c-13,c-3,WN,MDW,CMH,>200 and <=300,N
c-7,c-4,c-1,US,DCA,TPA,>700 and <=1000,N
c-8,c-8,c-2,XE,PBI,IAH,>700 and <=1000,N
c-4,c-12,c-3,YV,PHX,FAT,>400 and <=500,N
c-5,c-19,c-4,NW,MSP,CLE,>600 and <=700,N
c-2,c-1,c-3,WN,MDW,DEN,>700 and <=1000,N
c-2,c-20,c-1,AA,DFW,SDF,>700 and <=1000,Y
c-1,c-31,c-2,US,LGA,BOS,<=200,Y
c-1,c-26,c-4,OO,LAX,SAN,<=200,N
c-4,c-13,c-4,WN,SAT,HOU,<=200,N
c-7,c-28,c-4,HP,ABQ,PHX,>300 and <=400,N
c-11,c-30,c-3,OH,DSM,CVG,>500 and <=600,N
c-7,c-9,c-7,XE,IAH,STL,>600 and <=700,N
c-10,c-6,c-4,US,ORF,PHL,>200 and <=300,Y
c-4,c-9,c-7,NW,MSP,DEN,>600 and <=700,N
c-4,c-21,c-4,EV,ATL,BTR,>400 and <=500,Y
c-6,c-25,c-6,WN,PHL,MHT,>200 and <=300,N
c-7,c-19,c-3,XE,CLE,PHL,>300 and <=400,N
c-5,c-21,c-6,DH,HSV,IAD,>500 and <=600,N
c-9,c-11,c-7,CO,IAH,SJC,>1500,N
c-10,c-14,c-6,AA,DFW,STL,>500 and <=600,N
c-5,c-17,c-3,CO,LAS,IAH,>1000 and <=1500,N
c-6,c-30,c-5,WN,BUF,BWI,>200 and <=300,Y
c-11,c-13,c-1,OO,SLC,LWS,>400 and <=500,N
c-2,c-9,c-3,WN,BNA,SEA,>1500,N
c-8,c-29,c-1,US,SYR,PHL,>200 and <=300,N
c-8,c-13,c-7,AA,DCA,ORD,>600 and <=700,N
c-7,c-28,c-4,NW,MSP,ANC,>1500,N
c-10,c-1,c-7,US,SEA,LAS,>700 and <=1000,N
c-8,c-13,c-6,OO,IYK,LAX,<=200,N
c-6,c-23,c-5,NW,MSP,FAR,>200 and <=300,N
c-2,c-9,c-4,F9,DEN,IND,>700 and <=1000,N
c-11,c-1,c-2,MQ,HPN,ORD,>700 and <=1000,N
c-6,c-29,c-3,UA,DEN,ORD,>700 and <=1000,N
c-7,c-27,c-4,EV,MDT,ATL,>600 and <=700,Y
c-6,c-29,c-4,EV,ATL,DSM,>700 and <=1000,N
c-6,c-1,c-4,OH,MCI,CVG,>500 and <=600,N
c-8,c-21,c-7,UA,LAX,LAS,>200 and <=300,N
c-10,c-18,c-3,AA,ATL,MIA,>500 and <=600,Y
c-12,c-2,c-6,MQ,LAX,SBA,<=200,N
c-3,c-28,c-2,OH,CHA,CVG,>200 and <=300,N
c-3,c-7,c-2,AA,DFW,ELP,>500 and <=600,N
c-11,c-26,c-6,AA,ORD,MIA,>1000 and <=1500,N
c-2,c-16,c-4,MQ,BTR,DFW,>300 and <=400,Y
c-2,c-23,c-3,WN,PHX,LAX,>300 and <=400,N
c-10,c-26,c-4,AA,DFW,PDX,>1500,N
c-10,c-25,c-3,WN,TPA,AUS,>700 and <=1000,N
c-4,c-1,c-5,HP,LAS,SAN,>200 and <=300,Y
c-10,c-30,c-1,XE,HPN,CLE,>400 and <=500,N
c-12,c-5,c-2,WN,OAK,ONT,>300 and <=400,N
c-3,c-31,c-5,OO,SLC,IDA,<=200,N
c-9,c-27,c-3,XE,DCA,EWR,<=200,N
c-1,c-7,c-5,UA,SFO,IAD,>1500,Y
c-9,c-9,c-5,WN,LAX,PHX,>300 and <=400,N
c-7,c-4,c-1,DL,MDW,ATL,>500 and <=600,N
c-1,c-19,c-3,MQ,MIA,CLE,>1000 and <=1500,Y
c-3,c-2,c-3,WN,SAT,DAL,>200 and <=300,N
c-7,c-10,c-1,WN,ORF,BWI,<=200,N
c-5,c-27,c-6,XE,CLE,PHL,>300 and <=400,N
c-4,c-20,c-4,WN,SAN,PHX,>300 and <=400,Y
c-1,c-4,c-3,AA,DFW,OMA,>500 and <=600,N
c-10,c-12,c-4,XE,MSY,IAH,>300 and <=400,N
c-1,c-22,c-6,DH,IAD,TYS,>400 and <=500,N
c-8,c-16,c-2,DL,CVG,SFO,>1500,N
c-10,c-4,c-2,HA,OGG,HNL,<=200,N
c-1,c-9,c-1,MQ,BDL,RDU,>500 and <=600,N
c-8,c-6,c-7,NW,DTW,MBS,<=200,Y
c-1,c-5,c-3,WN,DAL,AUS,<=200,N
c-7,c-9,c-7,AS,SEA,RNO,>500 and <=600,N
c-12,c-14,c-3,WN,BWI,CLE,>300 and <=400,N
c-11,c-4,c-5,NW,DTW,PBI,>1000 and <=1500,N
c-2,c-20,c-1,XE,PNS,IAH,>400 and <=500,N
c-1,c-23,c-7,UA,IND,ORD,<=200,N
c-12,c-20,c-3,DL,ATL,HNL,>1500,N
c-5,c-15,c-1,OO,SJC,SBA,>200 and <=300,N
c-10,c-2,c-7,XE,IAH,RIC,>1000 and <=1500,N
c-4,c-18,c-1,OO,OXR,LAX,<=200,N
c-8,c-29,c-1,CO,ONT,IAH,>1000 and <=1500,N
c-11,c-20,c-7,AA,TUL,DFW,>200 and <=300,N
c-8,c-20,c-7,DL,TUS,ATL,>1500,Y
c-10,c-3,c-1,NW,MSP,LGA,>1000 and <=1500,N
c-5,c-4,c-4,UA,ORD,BWI,>600 and <=700,N
c-8,c-8,c-2,AS,PDX,LAX,>700 and <=1000,N
c-10,c-25,c-3,YV,DSM,PHX,>1000 and <=1500,N
c-10,c-21,c-6,UA,DEN,RNO,>700 and <=1000,N
